I_Id,I_W,I_Fat_C,I_Vis,I_MRP_JD,I_category,I_MRP_US,O_Id,O_Establ_Y,O_Size,I_Recalled,O_Loc_T,O_T,I_O_Sales
FDB36,5.465,Regular,0.048611801,141.476446,Baking Goods,199.2626,OUT013,1997,High,NO,Tier 3,Carrefour,3590.2276
FDK52,18.25,Low Fat,0.132721101,208.886402,Frozen Foods,294.2062,OUT010,2008,,NO,Tier 3,Family Basket,857.1186
FDJ36,14.5,Regular,0.128584481,120.723572,Baking Goods,170.0332,OUT049,2009,Medium,NO,Tier 1,Carrefour,2230.664
NCB55,15.7,Low Fat,0.161442495,89.144902,Household,125.5562,OUT018,2019,Medium,NO,Tier 3,C-Town,1009.5868
NCK18,9.6,Low Fat,0.011336251,166.792064,Household,234.9184,OUT010,2008,,NO,Tier 3,Family Basket,840.4736
FDX27,20.7,reg,0.114419512,115.689956,Dairy,162.9436,OUT049,2009,Medium,NO,Tier 1,Carrefour,1409.0668
FDB08,6.055,Low Fat,0.031228357,161.850038,Fruits and Vegetables,227.9578,OUT046,2007,Small,NO,Tier 1,Carrefour,2907.7826
FDX43,5.655,LF,0.085399988,165.4655,Fruits and Vegetables,233.05,OUT046,2007,Small,NO,Tier 1,Carrefour,2510.3
FDA20,6.78,Low Fat,0.067017471,180.64104,Fruits and Vegetables,254.424,OUT018,2019,Medium,NO,Tier 3,C-Town,1484.968
FDC04,,Low Fat,0.078889059,219.663634,Dairy,309.3854,OUT019,1995,Small,NO,Tier 1,Family Basket,663.3708
FDG17,6.865,Regular,0.036167939,221.838506,Frozen Foods,312.4486,OUT017,2017,,NO,Tier 2,Carrefour,4333.9262
FDU58,6.61,Regular,0.04868468,182.107758,Snack Foods,256.4898,OUT010,2008,,NO,Tier 3,Family Basket,367.0898
FDP24,,Low Fat,0.082727127,134.172676,Baking Goods,188.9756,OUT027,1995,Medium,NO,Tier 3,Cozmo,4057.6192
NCT29,12.6,Low Fat,0.064365743,134.858394,Health and Hygiene,189.9414,OUT045,2012,,NO,Tier 2,Carrefour,1642.0968
FDB08,6.055,Low Fat,0.031355059,162.134038,Fruits and Vegetables,228.3578,OUT018,2019,Medium,NO,Tier 3,C-Town,1945.0358
NCB43,20.2,Low Fat,0.100239941,182.036758,Household,256.3898,OUT045,2012,,NO,Tier 2,Carrefour,3734.7062
FDL09,,Regular,0.22429963,168.185936,Snack Foods,236.8816,OUT019,1995,Small,NO,Tier 1,Family Basket,347.7816
DRK49,14.15,Low Fat,0.036068717,77.044798,Soft Drinks,108.5138,OUT046,2007,Small,NO,Tier 1,Carrefour,626.7518
FDR37,16.5,Regular,0.06631942,179.224732,Breakfast,252.4292,OUT013,1997,High,NO,Tier 3,Carrefour,3281.2964
FDG56,13.3,Regular,0.071564051,91.628056,Fruits and Vegetables,129.0536,OUT035,2014,Small,NO,Tier 2,Carrefour,2078.8616
FDE34,9.195,Low Fat,0.108184141,177.332014,Snack Foods,249.7634,OUT049,2009,Medium,NO,Tier 1,Carrefour,6359.9556
FDE16,,Low Fat,0.026341144,195.672734,Frozen Foods,275.5954,OUT027,1995,Medium,NO,Tier 3,Cozmo,6848.6528
FDT58,9,Low Fat,0.086063463,168.043936,Snack Foods,236.6816,OUT035,2014,Small,NO,Tier 2,Carrefour,1522.2528
FDR03,15.7,Regular,0.008859284,195.88758,Meat,275.898,OUT035,2014,Small,NO,Tier 2,Carrefour,3275.97
NCL30,18.1,Low Fat,0.049141517,139.680856,Household,196.7336,OUT049,2009,Medium,NO,Tier 1,Carrefour,2353.1712
FDT22,,Low Fat,0.111679381,90.75362,Snack Foods,127.822,OUT027,1995,Medium,NO,Tier 3,Cozmo,1857.816
FDP45,15.7,Regular,0.030797457,228.032404,Snack Foods,321.1724,OUT049,2009,Medium,NO,Tier 1,Carrefour,5465.1204
FDS15,9.195,Regular,0.078120641,124.363316,Meat,175.1596,OUT013,1997,High,NO,Tier 3,Carrefour,2984.3496
FDF16,,Low Fat,0.085840273,152.371396,Frozen Foods,214.6076,OUT027,1995,Medium,NO,Tier 3,Cozmo,1953.6912
FDL13,13.85,Regular,0.056557784,215.0803,Breakfast,302.93,OUT045,2012,,NO,Tier 2,Carrefour,4840.6
NCV30,20.2,Low Fat,0.066325667,91.91021,Household,129.451,OUT018,2019,Medium,NO,Tier 3,C-Town,306.502
FDG33,,Regular,0.245667627,170.596244,Seafood,240.2764,OUT019,1995,Small,NO,Tier 1,Family Basket,351.7764
FDO10,13.65,reg,0.0128767,87.726748,Snack Foods,123.5588,OUT046,2007,Small,NO,Tier 1,Carrefour,1783.2464
FDQ03,15,Regular,0.078074334,217.774608,Meat,306.7248,OUT013,1997,High,NO,Tier 3,Carrefour,2313.2232
NCC55,10.695,Low Fat,0.064147881,73.900208,Household,104.0848,OUT018,2019,Medium,NO,Tier 3,C-Town,552.848
FDD52,,Regular,0.182532266,125.78147,Dairy,177.157,OUT027,1995,Medium,NO,Tier 3,Cozmo,2047.569
FDI16,14,Regular,0.136453794,87.23344,Frozen Foods,122.864,OUT018,2019,Medium,NO,Tier 3,C-Town,499.584
FDB44,6.655,Low Fat,0.017083832,197.421606,Fruits and Vegetables,278.0586,OUT046,2007,Small,NO,Tier 1,Carrefour,4401.172
FDA25,16.5,Regular,0.068250756,120.13129,Canned,169.199,OUT046,2007,Small,NO,Tier 1,Carrefour,1211.99
FDV33,9.6,Regular,0.02746861,231.339584,Snack Foods,325.8304,OUT046,2007,Small,NO,Tier 1,Carrefour,1988.3128
FDX47,6.55,Regular,0.034783144,158.918448,Breads,223.8288,OUT049,2009,Medium,NO,Tier 1,Carrefour,1279.9016
FDO50,16.25,low fat,0,112.095084,Canned,157.8804,OUT017,2017,,NO,Tier 2,Carrefour,1282.5648
FDV57,15.25,Regular,0.065966719,175.98486,Snack Foods,247.866,OUT013,1997,High,NO,Tier 3,Carrefour,2876.49
FDB02,9.695,Regular,0.029283763,172.20127,Canned,242.537,OUT035,2014,Small,NO,Tier 2,Carrefour,1415.059
FDD16,,Low Fat,0.063774582,101.366416,Frozen Foods,142.7696,OUT019,1995,Small,NO,Tier 1,Family Basket,254.5696
FDX02,16,LF,0.05718509,208.058684,Dairy,293.0404,OUT046,2007,Small,NO,Tier 1,Carrefour,5130.8888
FDP11,15.85,Low Fat,0.11578515,203.284786,Breads,286.3166,OUT010,2008,,NO,Tier 3,Family Basket,615.4332
FDH32,,Low Fat,0.075816713,118.03111,Fruits and Vegetables,166.241,OUT027,1995,Medium,NO,Tier 3,Cozmo,2400.443
NCL18,18.85,Low Fat,0.167969438,185.958656,Household,261.9136,OUT049,2009,Medium,NO,Tier 1,Carrefour,3290.6176
FDT12,6.215,Regular,0.049847335,207.679402,Baking Goods,292.5062,OUT045,2012,,NO,Tier 2,Carrefour,4694.124
FDD50,,Low Fat,0.14108131,167.356372,Canned,235.7132,OUT027,1995,Medium,NO,Tier 3,Cozmo,4069.6036
NCU05,11.8,Low Fat,0.058952557,105.691878,Health and Hygiene,148.8618,OUT049,2009,Medium,NO,Tier 1,Carrefour,1468.9888
FDI56,7.325,Low Fat,0.093890794,112.403366,Fruits and Vegetables,158.3146,OUT018,2019,Medium,NO,Tier 3,C-Town,1913.0774
DRL11,10.5,Low Fat,0.048217816,161.379166,Hard Drinks,227.2946,OUT049,2009,Medium,NO,Tier 1,Carrefour,2073.5352
FDQ08,15.7,Regular,0.019093743,92.267056,Fruits and Vegetables,129.9536,OUT045,2012,,NO,Tier 2,Carrefour,1405.072
FDW20,,Low Fat,0.024157484,137.01083,Fruits and Vegetables,192.973,OUT027,1995,Medium,NO,Tier 3,Cozmo,2643.46
FDW46,13,Regular,0.070569232,93.328364,Snack Foods,131.4484,OUT045,2012,,NO,Tier 2,Carrefour,1223.9744
FDO09,13.5,Regular,0.125594442,236.06861,Snack Foods,332.491,OUT049,2009,Medium,NO,Tier 1,Carrefour,6754.775
DRJ49,6.865,Low Fat,0.01417525,139.845292,Soft Drinks,196.9652,OUT018,2019,Medium,NO,Tier 3,C-Town,1859.1476
FDP26,7.785,Low Fat,0.139561695,121.431726,Dairy,171.0306,OUT013,1997,High,NO,Tier 3,Carrefour,2584.2038
FDO19,17.7,Regular,0.016718506,81.581414,Fruits and Vegetables,114.9034,OUT035,2014,Small,NO,Tier 2,Carrefour,1152.068
NCG43,20.2,Low Fat,0.124386614,114.768802,Household,161.6462,OUT010,2008,,NO,Tier 3,Family Basket,457.6386
FDG02,7.855,Low Fat,0.011386165,182.838348,Canned,257.5188,OUT046,2007,Small,NO,Tier 1,Carrefour,2084.188
FDO32,6.36,Low Fat,0.120645818,80.87326,Fruits and Vegetables,113.906,OUT035,2014,Small,NO,Tier 2,Carrefour,599.454
FDR34,17,Regular,0.016090308,211.178992,Snack Foods,297.4352,OUT046,2007,Small,NO,Tier 1,Carrefour,4989.7392
FDU59,5.78,Low Fat,0.096511227,164.404192,Breads,231.5552,OUT046,2007,Small,NO,Tier 1,Carrefour,1967.0072
FDN31,11.5,Low Fat,0.073154341,181.72663,Fruits and Vegetables,255.953,OUT045,2012,,NO,Tier 2,Carrefour,2836.542
FDT55,,Regular,0.043568753,160.598166,Fruits and Vegetables,226.1946,OUT027,1995,Medium,NO,Tier 3,Cozmo,7122.9624
FDE08,18.2,Low Fat,0.049645593,152.915114,Fruits and Vegetables,215.3734,OUT018,2019,Medium,NO,Tier 3,C-Town,2555.5744
FDK52,18.25,Low Fat,0.079277918,207.182402,Frozen Foods,291.8062,OUT013,1997,High,NO,Tier 3,Carrefour,4468.4178
FDW11,12.6,Low Fat,0.048866487,91.177774,Breads,128.4194,OUT013,1997,High,NO,Tier 3,Carrefour,1170.7104
FDC03,8.575,reg,0.072083197,186.999374,Dairy,263.3794,OUT049,2009,Medium,NO,Tier 1,Carrefour,3691.4292
FDR43,18.2,Low Fat,0.162272349,75.06049,Fruits and Vegetables,105.719,OUT018,2019,Medium,NO,Tier 3,C-Town,729.285
FDL14,8.115,reg,0.05395235,158.541012,Canned,223.2972,OUT010,2008,,NO,Tier 3,Family Basket,491.5944
FDP39,12.65,Low Fat,0.069690759,85.507004,Meat,120.4324,OUT045,2012,,NO,Tier 2,Carrefour,751.2564
FDG29,,Low Fat,0.056144324,76.712234,Frozen Foods,108.0454,OUT027,1995,Medium,NO,Tier 3,Cozmo,599.454
DRH15,8.775,Low Fat,0.110036272,78.059388,Dairy,109.9428,OUT046,2007,Small,NO,Tier 1,Carrefour,1717.998
FDT11,5.94,Regular,0.029491813,181.586476,Breads,255.7556,OUT035,2014,Small,NO,Tier 2,Carrefour,3935.112
FDU48,18.85,Low Fat,0.055472985,141.665164,Baking Goods,199.5284,OUT035,2014,Small,NO,Tier 2,Carrefour,1761.9408
FDY12,9.8,Regular,0,83.212568,Baking Goods,117.2008,OUT013,1997,High,NO,Tier 3,Carrefour,837.8104
FDS44,12.65,Regular,0.157051608,217.511198,Fruits and Vegetables,306.3538,OUT017,2017,,NO,Tier 2,Carrefour,5708.1374
NCP06,20.7,Low Fat,0.039530676,154.663986,Household,217.8366,OUT018,2019,Medium,NO,Tier 3,C-Town,2447.049
DRH23,14.65,Low Fat,0.170301516,87.515594,Hard Drinks,123.2614,OUT013,1997,High,NO,Tier 3,Carrefour,898.3982
FDA16,,Low Fat,0.033902629,206.500376,Frozen Foods,290.8456,OUT027,1995,Medium,NO,Tier 3,Cozmo,7253.4592
FDT45,15.85,Low Fat,0.057671914,87.965876,Snack Foods,123.8956,OUT018,2019,Medium,NO,Tier 3,C-Town,671.3604
FDE56,17.25,Regular,0.160220901,91.958774,Fruits and Vegetables,129.5194,OUT017,2017,,NO,Tier 2,Carrefour,1232.6298
FDA40,16,Regular,0.099957728,110.394776,Frozen Foods,155.4856,OUT017,2017,,NO,Tier 2,Carrefour,443.6568
FDA39,6.32,Low Fat,0.012842946,76.880362,Meat,108.2822,OUT046,2007,Small,NO,Tier 1,Carrefour,808.5152
NCB19,6.525,LF,0.090403634,109.899622,Household,154.7882,OUT035,2014,Small,NO,Tier 2,Carrefour,2155.4286
FDZ34,6.695,Low Fat,0,184.51622,Starchy Foods,259.882,OUT013,1997,High,NO,Tier 3,Carrefour,4041.64
FDV22,14.85,Regular,0.010083941,160.43373,Snack Foods,225.963,OUT045,2012,,NO,Tier 2,Carrefour,2996.334
FDO40,17.1,Low Fat,0.032803839,155.304832,Frozen Foods,218.7392,OUT049,2009,Medium,NO,Tier 1,Carrefour,3311.9232
FDD21,10.3,Regular,0,129.942496,Fruits and Vegetables,183.0176,OUT013,1997,High,NO,Tier 3,Carrefour,4302.6336
FDO36,19.7,Low Fat,0.077974003,175.48786,Baking Goods,247.166,OUT013,1997,High,NO,Tier 3,Carrefour,3236.022
FDV34,10.695,Regular,0.011568222,100.467698,Snack Foods,141.5038,OUT049,2009,Medium,NO,Tier 1,Carrefour,1658.076
NCY18,7.285,Low Fat,0.031339809,174.024834,Household,245.1054,OUT045,2012,,NO,Tier 2,Carrefour,2806.581
NCM54,17.7,LF,0.051271565,138.711138,Household,195.3678,OUT018,2019,Medium,NO,Tier 3,C-Town,3486.3628
FDB59,18.25,Low Fat,0.015427653,188.865964,Snack Foods,266.0084,OUT049,2009,Medium,NO,Tier 1,Carrefour,973.6336
FDS45,5.175,Regular,0.04949518,124.081162,Snack Foods,174.7622,OUT010,2008,,NO,Tier 3,Family Basket,391.7244
FDV24,5.635,Low Fat,0,153.86055,Baking Goods,216.705,OUT049,2009,Medium,NO,Tier 1,Carrefour,1378.44
FDD46,6.035,Low Fat,0.236558601,158.755858,Snack Foods,223.5998,OUT010,2008,,NO,Tier 3,Family Basket,333.7998
FDQ39,14.8,Low Fat,0.081497267,184.234066,Meat,259.4846,OUT018,2019,Medium,NO,Tier 3,C-Town,3237.3536
FDD52,18.25,Regular,0.18341988,127.55647,Dairy,179.657,OUT046,2007,Small,NO,Tier 1,Carrefour,1717.998
FDL39,16.1,Regular,0.06371434,175.676578,Dairy,247.4318,OUT018,2019,Medium,NO,Tier 3,C-Town,540.8636
FDV02,16.75,Low Fat,0.060917265,169.271526,Dairy,238.4106,OUT018,2019,Medium,NO,Tier 3,C-Town,693.3318
FDE11,17.7,Regular,0,179.198604,Starchy Foods,252.3924,OUT046,2007,Small,NO,Tier 1,Carrefour,4437.1252
NCU54,8.88,Low Fat,0.098900709,196.61817,Household,276.927,OUT049,2009,Medium,NO,Tier 1,Carrefour,7310.718
FDR43,18.2,Low Fat,0.270425331,75.48649,Fruits and Vegetables,106.319,OUT010,2008,,NO,Tier 3,Family Basket,289.857
FDD51,11.15,low fat,0.119977889,80.211824,Dairy,112.9744,OUT013,1997,High,NO,Tier 3,Carrefour,678.0184
FDO60,20,LF,0.034688936,80.449106,Baking Goods,113.3086,OUT017,2017,,NO,Tier 2,Carrefour,670.6946
NCS06,7.935,Low Fat,0.031835329,235.07461,Household,331.091,OUT013,1997,High,NO,Tier 3,Carrefour,5702.811
FDX50,20.1,LF,0.074903547,126.893188,Dairy,178.7228,OUT045,2012,,NO,Tier 2,Carrefour,1837.842
FDQ55,13.65,Regular,0.013160609,129.776214,Fruits and Vegetables,182.7834,OUT035,2014,Small,NO,Tier 2,Carrefour,3635.502
FDL52,6.635,Regular,0.046402956,74.372926,Frozen Foods,104.7506,OUT018,2019,Medium,NO,Tier 3,C-Town,255.9012
FDK52,18.25,Low Fat,0.0795045,208.815402,Frozen Foods,294.1062,OUT045,2012,,NO,Tier 2,Carrefour,6951.186
NCO02,11.15,Low Fat,0.073908159,95.150082,Others,134.0142,OUT017,2017,,NO,Tier 2,Carrefour,1168.713
NCO30,19.5,Low Fat,0.01584692,180.099168,Household,253.6608,OUT035,2014,Small,NO,Tier 2,Carrefour,1098.804
FDA33,6.48,LF,0.034077603,153.507396,Snack Foods,216.2076,OUT049,2009,Medium,NO,Tier 1,Carrefour,3579.5748
FDB12,11.15,Regular,0.105345024,121.243008,Baking Goods,170.7648,OUT013,1997,High,NO,Tier 3,Carrefour,1322.5128
FDT40,5.985,Low Fat,0.095840608,137.646138,Frozen Foods,193.8678,OUT013,1997,High,NO,Tier 3,Carrefour,3740.6984
NCO05,7.27,Low Fat,0.046947808,118.810264,Health and Hygiene,167.3384,OUT017,2017,,NO,Tier 2,Carrefour,2939.0752
FDR32,6.78,Regular,0,209.854274,Fruits and Vegetables,295.5694,OUT049,2009,Medium,NO,Tier 1,Carrefour,3833.9104
FDM04,9.195,Regular,0.04743756,84.324286,Frozen Foods,118.7666,OUT018,2019,Medium,NO,Tier 3,C-Town,692.666
DRL01,19.5,Regular,0.077233099,213.636018,Soft Drinks,300.8958,OUT013,1997,High,NO,Tier 3,Carrefour,5788.6992
FDQ56,6.59,Low Fat,0.106152474,107.913468,Fruits and Vegetables,151.9908,OUT018,2019,Medium,NO,Tier 3,C-Town,1606.1436
FDH08,7.51,Low Fat,0.01755408,211.29671,Fruits and Vegetables,297.601,OUT046,2007,Small,NO,Tier 1,Carrefour,6381.927
NCQ06,,Low Fat,0.073354342,228.691994,Household,322.1014,OUT019,1995,Small,NO,Tier 1,Family Basket,435.0014
FDG16,,Low Fat,0.157382637,200.943632,Frozen Foods,283.0192,OUT019,1995,Small,NO,Tier 1,Family Basket,1258.596
FDZ40,,Low Fat,0.040113162,87.848158,Frozen Foods,123.7298,OUT027,1995,Medium,NO,Tier 3,Cozmo,1204.6662
FDY51,12.5,Low Fat,0.081244484,204.536658,Meat,288.0798,OUT035,2014,Small,NO,Tier 2,Carrefour,1502.2788
NCN41,17,Low Fat,0.052546981,136.15883,Health and Hygiene,191.773,OUT018,2019,Medium,NO,Tier 3,C-Town,1411.73
NCM17,,Low Fat,0.070916391,81.230106,Health and Hygiene,114.4086,OUT027,1995,Medium,NO,Tier 3,Cozmo,2187.387
FDP39,12.65,Low Fat,0.069942659,86.288004,Meat,121.5324,OUT017,2017,,NO,Tier 2,Carrefour,1010.9184
FDZ08,12.5,Regular,0.110096578,107.039032,Fruits and Vegetables,150.7592,OUT035,2014,Small,NO,Tier 2,Carrefour,757.9144
FDU03,18.7,Regular,0.092075972,179.082732,Meat,252.2292,OUT018,2019,Medium,NO,Tier 3,C-Town,1457.0044
FDZ49,11,Regular,0.133270617,203.400658,Canned,286.4798,OUT046,2007,Small,NO,Tier 1,Carrefour,2383.798
NCX30,,LF,0.046734281,224.841096,Household,316.6776,OUT019,1995,Small,NO,Tier 1,Family Basket,675.3552
FDV08,7.35,Low Fat,0.028777919,77.067234,Fruits and Vegetables,108.5454,OUT045,2012,,NO,Tier 2,Carrefour,725.2902
FDB15,10.895,Low Fat,0.136821892,236.115328,Dairy,332.5568,OUT013,1997,High,NO,Tier 3,Carrefour,5716.7928
FDY49,17.2,Regular,0.012127075,165.656064,Canned,233.3184,OUT013,1997,High,NO,Tier 3,Carrefour,1170.7104
FDF24,15.5,reg,0.025638973,107.773314,Baking Goods,151.7934,OUT017,2017,,NO,Tier 2,Carrefour,1654.0812
DRK47,7.905,Low Fat,0.064319304,211.203274,Hard Drinks,297.4694,OUT045,2012,,NO,Tier 2,Carrefour,2235.3246
DRD37,9.8,Low Fat,0.014045032,80.23426,Soft Drinks,113.006,OUT017,2017,,NO,Tier 2,Carrefour,972.302
FDH40,11.6,Regular,0.079376097,104.531596,Frozen Foods,147.2276,OUT018,2019,Medium,NO,Tier 3,C-Town,829.8208
FDL12,,Regular,0.121168709,90.46962,Baking Goods,127.422,OUT027,1995,Medium,NO,Tier 3,Cozmo,1258.596
FDW11,,Low Fat,0.048670853,90.964774,Breads,128.1194,OUT027,1995,Medium,NO,Tier 3,Cozmo,1294.5492
NCE06,5.825,LF,0.091592933,161.730474,Household,227.7894,OUT035,2014,Small,NO,Tier 2,Carrefour,1474.3152
FDF32,16.35,Low Fat,0,187.683246,Fruits and Vegetables,264.3426,OUT018,2019,Medium,NO,Tier 3,C-Town,1564.1982
DRI47,14.7,Low Fat,0.021041223,148.967088,Hard Drinks,209.8128,OUT035,2014,Small,NO,Tier 2,Carrefour,2049.5664
DRA12,11.6,LF,0,149.039934,Soft Drinks,209.9154,OUT035,2014,Small,NO,Tier 2,Carrefour,1172.7078
FDX45,16.75,Low Fat,0.104893536,158.44573,Snack Foods,223.163,OUT013,1997,High,NO,Tier 3,Carrefour,3152.797
FDR35,12.5,Low Fat,0.020805499,188.344682,Breads,265.2742,OUT013,1997,High,NO,Tier 3,Carrefour,2767.9646
FDK03,12.6,Regular,0.123852659,227.935276,Dairy,321.0356,OUT010,2008,,NO,Tier 3,Family Basket,434.3356
NCJ18,12.35,Low Fat,0.163930509,131.784804,Household,185.6124,OUT013,1997,High,NO,Tier 3,Carrefour,4090.9092
FDN48,13.35,Low Fat,0.065207452,114.367084,Baking Goods,161.0804,OUT045,2012,,NO,Tier 2,Carrefour,2293.2492
FDZ59,,Regular,0.182253363,165.8915,Baking Goods,233.65,OUT019,1995,Small,NO,Tier 1,Family Basket,845.8
FDB57,,Regular,0.01883904,206.948812,Fruits and Vegetables,291.4772,OUT027,1995,Medium,NO,Tier 3,Cozmo,7296.0704
DRP35,,Low Fat,0.159221908,140.106856,Hard Drinks,197.3336,OUT019,1995,Small,NO,Tier 1,Family Basket,307.8336
FDZ59,6.63,Regular,0.104060018,166.7435,Baking Goods,234.85,OUT013,1997,High,NO,Tier 3,Carrefour,5506.4
FDU58,6.61,Regular,0.029254907,182.107758,Snack Foods,256.4898,OUT018,2019,Medium,NO,Tier 3,C-Town,4857.245
FDL09,19.6,Regular,0.128136859,166.765936,Snack Foods,234.8816,OUT035,2014,Small,NO,Tier 2,Carrefour,2025.5976
FDY38,13.6,Regular,0.119975541,214.7963,Dairy,302.53,OUT017,2017,,NO,Tier 2,Carrefour,6704.84
FDI46,,Low Fat,0.074110248,227.606404,Snack Foods,320.5724,OUT027,1995,Medium,NO,Tier 3,Cozmo,3451.7412
FDL03,19.25,Regular,0.027358781,188.51281,Meat,265.511,OUT017,2017,,NO,Tier 2,Carrefour,1162.055
DRC25,,Low Fat,0.079565262,109.899622,Soft Drinks,154.7882,OUT019,1995,Small,NO,Tier 1,Family Basket,265.8882
FDU60,20,Regular,0.060147526,168.066372,Baking Goods,236.7132,OUT045,2012,,NO,Tier 2,Carrefour,6606.3016
FDP25,,Low Fat,0.02122982,202.408504,Canned,285.0824,OUT027,1995,Medium,YES,Tier 3,Cozmo,6949.8544
FDO57,20.75,Low Fat,0.182083524,162.631038,Snack Foods,229.0578,OUT010,2008,,NO,Tier 3,Family Basket,661.3734
FDQ09,7.235,Low Fat,0.058347587,129.847214,Snack Foods,182.8834,OUT049,2009,Medium,NO,Tier 1,Carrefour,3520.3186
NCY05,,Low Fat,0.054848717,74.328054,Health and Hygiene,104.6874,OUT027,1995,Medium,NO,Tier 3,Cozmo,1238.622
FDA20,6.78,Low Fat,0.066849663,181.56404,Fruits and Vegetables,255.724,OUT049,2009,Medium,NO,Tier 1,Carrefour,1671.392
FDF16,7.3,Low Fat,0.144292934,152.158396,Frozen Foods,214.3076,OUT010,2008,,YES,Tier 3,Family Basket,1066.8456
NCG07,12.3,Low Fat,0.052583358,182.29463,Household,256.753,OUT013,1997,High,NO,Tier 3,Carrefour,3975.06
FDR46,16.85,Low Fat,0.140110583,151.42596,Snack Foods,213.276,OUT018,2019,Medium,NO,Tier 3,C-Town,2670.092
FDP22,14.65,Regular,0.099411298,83.685286,Snack Foods,117.8666,OUT049,2009,Medium,NO,Tier 1,Carrefour,743.9326
FDL45,15.6,Low Fat,0.037805711,136.156984,Snack Foods,191.7704,OUT035,2014,Small,NO,Tier 2,Carrefour,3309.26
NCF42,17.35,Low Fat,0.168189909,173.432552,Household,244.2712,OUT018,2019,Medium,NO,Tier 3,C-Town,1410.3984
FDD04,16,Low Fat,0.090236173,148.613934,Dairy,209.3154,OUT049,2009,Medium,NO,Tier 1,Carrefour,3441.7542
FDC45,17,Low Fat,0.136411138,169.626526,Fruits and Vegetables,238.9106,OUT018,2019,Medium,NO,Tier 3,C-Town,1377.7742
FDI40,11.5,reg,0.125982678,119.660418,Frozen Foods,168.5358,OUT045,2012,,NO,Tier 2,Carrefour,2291.2518
FDQ11,5.695,Regular,0.067825925,230.465148,Breads,324.5988,OUT046,2007,Small,NO,Tier 1,Carrefour,2235.9904
DRM48,15.2,Low Fat,0.113021669,73.900208,Soft Drinks,104.0848,OUT046,2007,Small,NO,Tier 1,Carrefour,1373.1136
FDS12,9.1,Low Fat,0.174098652,138.120702,Baking Goods,194.5362,OUT013,1997,High,NO,Tier 3,Carrefour,1941.7068
FDR46,16.85,Low Fat,0,151.99396,Snack Foods,214.076,OUT017,2017,,NO,Tier 2,Carrefour,2816.568
NCO02,11.15,Low Fat,0.073641952,95.079082,Others,133.9142,OUT045,2012,,NO,Tier 2,Carrefour,970.9704
FDQ52,17,Low Fat,0.119410634,223.964814,Frozen Foods,315.4434,OUT013,1997,High,NO,Tier 3,Carrefour,3160.1208
FDY28,7.47,Regular,0.153136599,201.087478,Frozen Foods,283.2218,OUT017,2017,,NO,Tier 2,Carrefour,3599.5488
FDE32,20.7,Low Fat,0.04888391,74.798926,Fruits and Vegetables,105.3506,OUT046,2007,Small,NO,Tier 1,Carrefour,1014.9132
FDJ58,15.6,Regular,0.105401162,171.306244,Snack Foods,241.2764,OUT035,2014,Small,NO,Tier 2,Carrefour,3959.0808
FDJ27,17.7,Regular,0.122248201,119.824854,Meat,168.7674,OUT045,2012,,NO,Tier 2,Carrefour,994.9392
NCM18,13,Low Fat,0.083095667,90.893774,Household,128.0194,OUT049,2009,Medium,NO,Tier 1,Carrefour,1294.5492
FDA02,14,Regular,0.029907937,152.208806,Dairy,214.3786,OUT045,2012,,NO,Tier 2,Carrefour,1046.8716
FDT26,18.85,Regular,0.068078506,132.80124,Dairy,187.044,OUT046,2007,Small,NO,Tier 1,Carrefour,2576.88
DRD60,15.7,Low Fat,0.03735007,177.829014,Soft Drinks,250.4634,OUT035,2014,Small,NO,Tier 2,Carrefour,2179.3974
NCR18,15.85,Low Fat,0.020612625,79.527952,Household,112.0112,OUT046,2007,Small,NO,Tier 1,Carrefour,648.7232
FDO27,6.175,Regular,0.179202475,115.286392,Meat,162.3752,OUT046,2007,Small,NO,Tier 1,Carrefour,1522.2528
FDP25,,low fat,0.037256628,201.982504,Canned,284.4824,OUT019,1995,Small,NO,Tier 1,Family Basket,398.3824
FDQ51,16,Regular,0.017672958,82.623978,Meat,116.3718,OUT035,2014,Small,NO,Tier 2,Carrefour,794.5334
NCH07,13.15,Low Fat,0.093316195,160.573884,Household,226.1604,OUT017,2017,,NO,Tier 2,Carrefour,1606.1436
FDP44,16.5,Regular,0.080000237,121.220572,Fruits and Vegetables,170.7332,OUT045,2012,,NO,Tier 2,Carrefour,1717.998
NCP55,14.65,Low Fat,0.01137832,88.793594,Others,125.0614,OUT017,2017,,NO,Tier 2,Carrefour,1119.4438
FDO09,13.5,Regular,0.125295423,233.93861,Snack Foods,329.491,OUT013,1997,High,NO,Tier 3,Carrefour,3598.883
FDP38,10.1,Low Fat,0.032277004,84.206568,Canned,118.6008,OUT049,2009,Medium,NO,Tier 1,Carrefour,584.8064
FDI48,11.85,Regular,0.056158565,84.821286,Baking Goods,119.4666,OUT017,2017,,NO,Tier 2,Carrefour,1154.0654
FDS58,9.285,Regular,0.021174215,162.631038,Snack Foods,229.0578,OUT045,2012,,NO,Tier 2,Carrefour,2586.867
FDJ55,12.8,Regular,0.023651504,206.993684,Meat,291.5404,OUT035,2014,Small,NO,Tier 2,Carrefour,5806.01
NCF06,6.235,Low Fat,0.020354757,233.516302,Household,328.8962,OUT049,2009,Medium,NO,Tier 1,Carrefour,6136.9126
FDF41,12.15,Low Fat,0.131570848,223.54066,Frozen Foods,314.846,OUT045,2012,,NO,Tier 2,Carrefour,6584.996
